oocyte #1,oocyte #3,oocyte #4,pronuclear #3,pronuclear #4,pronuclear #2,zygote #1,zygote #2,2 cell #1,2 cell #5,2 cell #6,4 cell #1,4 cell #2,4 cell #3,4 cell #4,8 cell #3a,8 cell #6a,8 cell #7a,8 cell #1b,8 cell #2b,8 cell #3b,8 cell #4b,8 cell #5b,8 cell #3c,8 cell #5c,8 cell *,morula #1,morula #4,morula #5,
KCTD11,0.03,0,0.56,0.02,0.12,0.02,0.31,0.11,0.06,0,0,0,0,0.1,0,0,0,0,0.03,0,0,0,0,0,0.03,0,0.23,0,0
KCTD2,12.5,41.37,24.86,27.15,37.25,32.15,10.32,10.3,7.14,4.51,7.46,1.69,5.61,0.1,16.19,17.86,4.53,10.27,20.02,8.92,25.08,45.31,41.83,14.69,5.65,11.01,11.62,1.42,0.65
KDM6B,2.86,1.96,1.02,2.68,3.28,4.35,6.66,5.62,1.39,2.25,1.66,0.92,2.32,6.1,4.71,0.12,0.16,0.36,10.8,0.26,3.32,0.98,0.7,0,9.51,0.66,0.03,0.03,0.03
KIAA0100,0.03,0.08,0,0.4,0.47,1.56,1.16,0.32,1.41,0.64,1.87,2.02,2.96,3.05,2.3,0.33,0.55,0.91,12.99,3.03,0.57,3.14,1.13,0.37,1.64,0.53,0.04,0.23,0.08
KIAA0195,12.94,2.24,2.88,3.86,4.63,3.54,2.98,1.76,2.54,0.65,2.35,1.47,2.68,7.86,0.29,1.58,0.48,4.5,15.34,2.09,0,2.91,0.79,5.99,1.09,1.91,3.92,1.82,0.5
KIAA0664,22.55,14.96,23.38,7.31,11.96,10.7,4.56,6.57,8.38,1.13,1.7,7.28,13.01,2.82,6.63,3.3,5.1,0.36,1.75,2.22,0.74,5.19,2.53,6.18,11.1,5.71,16.04,3.64,2.17
KIAA0753,6.77,6.36,6.53,8.7,2.03,3.24,4.41,4.85,5.88,2.16,4.18,8.02,0.38,5.05,4.49,0.24,1.45,1.48,1.26,3.55,7.51,6.18,8.23,0.54,0.03,0.15,0.2,0.96,0.38
KIAA1267,1.84,0.38,0,5.82,12.5,7.58,11.13,8.88,7.22,4.02,3.54,3.59,21.71,22.5,8,3.47,1.12,11.78,8.1,1.54,6.25,6,9.82,7.47,7.6,3.61,0.11,0.77,0.85
KIF18B,0.03,0,0,0.1,0.29,0.07,0.15,0.04,0.31,0,2.05,0.97,0.5,0.1,0,0,0.12,1.34,0.03,0,0,0,0,0,0.03,0,0,0,0
KIF19,0.03,0,0,0.01,0,0.08,0.03,0.04,0.13,0,0,0.32,0,0.1,0,0.08,0.2,0.13,0.03,0,0,0,1.17,3.88,8.48,1.25,0.02,0,0.21
KIF1C,0.03,0.6,0.38,0.16,0.18,0.35,0.14,0.04,0.19,1.07,0.18,0.59,2.81,0.1,0.78,0.31,0.11,1.31,8.74,1.21,0.69,1.16,1.94,0.99,4,0.14,0.53,0.54,0.13
KIF2B,0.03,0,0,0.02,0.19,0.06,0.28,0,0,0.4,0,0,0,0.1,0.31,0,0,0,0.03,0,0,0,0,0,0.03,0,0,0,0
KLHL10,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.03,0,0,0,0,0,0.03,1.84,0,0,0
KLHL11,5.35,0,0,2.07,0.27,2.35,9.21,4.24,11.46,8.62,3.79,0.78,27.58,27.13,6.93,207.95,93.46,108.64,6.06,56.87,62.06,5.59,2.3,12.49,83.16,132.95,9.8,3.54,2.14
KPNA2,47.09,46.21,46.21,517.99,390.25,268.97,661.67,353.52,940.95,1034,691.38,751.25,877.54,921.57,867.63,1469.28,1755,1893.53,247.5,1340,395.22,590.37,489.37,751.25,650.75,913.25,266.75,622.68,797.92
KPNB1,7.05,4.81,4.63,45.11,37.54,31.77,13.93,7.42,40.05,7.01,32.45,53.2,21.42,35.16,15.14,39.07,31.88,38.02,3.95,27.79,44.68,32.92,22.33,13.63,18.99,20.82,19.04,13.55,13.16
KRBA2,0.03,0.44,0,0.16,0,0.01,0.01,0,0,0,0,0,0,0.1,0,0,4.57,4.45,0.03,2.17,0,0,0,0,0.03,0,0.01,0,0
KRT10,5,3.52,6.25,0.02,0.38,0.3,0.24,0.76,0,0,0.25,2.69,0,0.1,0,17.89,16.76,6.33,2.04,18.74,12.45,1.11,1.06,11.7,59.87,28.57,5.22,18.27,25.42
KRT12,0.03,0,0,0,0.35,0.01,0,1.18,0,0,0,0,0,0.1,0,0,0,0,0.03,0,0,0,0,0,0.03,0,0,0,0
KRT14,0.03,0,0,0,0,0,0,0,0,0,0,1.5,0,0.1,0,0,0,0,7.46,0,0,0,0,0,0.03,5.49,0,0,0
KRT15,0.03,0,0,0,0,0.01,0.02,0.04,0,0,0,1.14,0,0.1,0,0,0.08,0,6.79,0,0,0,2.09,0,0.03,0,0,0,0
KRT16,0.03,0.41,3.83,0,0,0.17,0.21,0.32,0,0,0,0,0,0.1,0,0,0,0,0.03,0,0,0,0,0,0.03,0,0,0,0
KRT17,0.03,0,0,0.02,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.11,3.74,0.93,20.84,0,0,1.15,0.03,0.49,1.36,0,0
KRT19,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,1.42,0,0.03,0,0,0,0,0,0.03,0,0,0.24,0.59
KRT222,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,1.02,10.97,0.03,0,0,0,0,0,0.03,0.13,0.4,0.05,1.19
KRT23,7.95,0,0.49,0.15,0.03,0.06,0,0.23,0,0,0,0,0,0.1,0,0,0,0,0.03,0,0,0,0,0,0.03,0,0,0,0
KRT32,0.03,0,0,0,0,1.48,0,0,0,0,0,0,0,0.1,0,0,0,0,0.03,0,0,0,0,0,0.03,0,0.03,0,0
KRT36,2.28,1.95,2.89,0.27,0.01,2.17,2.44,7.05,3.57,2.01,4.76,4.64,16.01,0.1,0.35,0,2.26,0,0.03,0,0,0,0,0,0.03,0,0,0,0
KSR1,0.03,0.27,0,2.42,1.64,2.3,1.75,4.39,7.13,0.3,0.43,4.01,4.87,12.69,0.92,2.67,0.11,0,1.28,0.23,0.95,4.24,7.92,0.41,1.74,2.66,0.09,0.05,0.71
LASP1,3.41,4.09,7.9,0.39,0.39,0.69,0.34,1.16,0.07,0.4,0.2,2.34,0.81,0.1,0.7,15.06,5.51,2.91,11.76,5.13,5.06,0,4.82,20.55,7.57,0.76,25.15,31.21,27
LGALS3BP,0.03,0,0,0,0,0.03,0,0,0.15,0,0,0,0.33,0.1,0,0,0,2.74,0.03,2.94,0,0,0,0,0.03,0,0,0,0
LHX1,0.03,0,0,0.39,1.34,0.93,0.13,0.2,0.14,0,0,0,0,0.1,0,0,0,0,0.03,0,0,0,0.63,0,0.03,0.04,0,0,0
LIG3,3.98,0.49,0.51,5.07,2.97,8.26,7.88,4.26,7.36,6.99,2.47,7.36,9.17,0.1,1.41,0.69,3.46,1.32,1.38,23.45,5.04,5.52,0.83,0.43,1.27,0.25,8.65,1.58,9.2
LIMD2,0.03,0.42,0.65,4.23,3.34,6.67,2.65,5.17,4.43,1.61,4.37,0.96,3.61,0.1,0.84,1.27,0.07,2.4,4.11,3.8,0.53,4.32,1.07,3.38,14.46,0.89,0.33,0.45,1.15
LLGL1,3.25,0.4,1.32,0.13,0.08,0.18,0.18,0.24,0.12,0.45,0.57,0.2,0.6,0.1,0.54,0.08,0.36,0.14,0.03,0,0.6,0,1.22,1.14,1.21,0.04,0.04,0.09,0.08
LLGL2,6.44,2.91,3.83,6.1,10.03,14.61,5.14,7.84,8.18,1.43,2.07,23.13,4.16,3.03,5.43,1.81,0.98,0.98,14.57,1.3,2.39,0.42,0,1.67,1.29,3.42,7.05,2.14,2.09
LOC100130933,0.03,0.65,0,2.58,9.19,5.68,0.8,4.7,0,0,0,0,0,0.1,0,0,0,1.26,0.03,0,0,0,0,0,0.03,3.17,0,0,0
LOC728392,0.03,0,0,0,0.07,0,0,0,0,0,0,0,0,0.1,0,0.46,0,0.73,0.03,0,0,0,3.64,0,0.03,1.16,1.34,0.86,1.29
LRRC37A3,0.03,0,1.74,0,0.01,0.08,0.71,0.09,0.26,0,0,0.3,0.26,0.1,0,0.12,0.08,0,0.03,0,0,0,0,0,0.03,0,0,0.34,0.81
LRRC37B,13.44,5.95,10.9,0.83,2.11,3.88,0.54,3.75,1.96,2.46,1.34,1.14,0.29,23.98,0.68,0.84,0.78,0.35,17.75,0,0.56,0.66,0,0,0.03,0.42,0.31,0.88,0.61
LRRC45,0.03,0.72,0,0.37,0.57,1.41,1,1.08,0.19,0.24,0,3.81,2.84,0.1,1.16,0,0,0.17,0.03,0,0.85,4.98,0,1.84,0.03,0.11,0.54,0,0
LRRC46,0.03,0.38,0,0.83,2.58,0.78,3.17,1.44,3.11,4.67,3.66,4.15,6.12,0.1,1.31,0,0.05,0,8.68,0,0,0,12.12,9.92,3.02,0.02,0.13,0.05,0.47
LRRC48,0.03,0,0,0.51,0.54,1.89,0.01,0.07,2.26,0,0,3.77,0,3.43,0,4.25,0,0,2.84,0.53,0,0,5.62,1.48,1.58,14.42,0.01,0.68,0
LRRC59,6.85,5.48,2.13,30.27,26.67,31.11,72.8,34.55,64.54,15.52,80.29,52.35,26.04,10.64,108.25,17.04,22.5,25.11,5.27,43.37,25.49,75.58,170,4.94,22.98,70,82.41,41.89,32.38
LSM12,0.03,0,1.02,1.97,2.81,0.94,0.78,0.59,2.15,1.72,1.89,9.8,4.72,4.56,7.4,24.28,23.38,24.03,4.55,22.81,8.81,39.28,15.02,12.56,0.03,14.99,18.08,0.42,1.57
LSMD1,38.38,59.46,38.94,19.01,23.92,30.7,20.51,20.8,37.39,9.95,27.26,22.87,57.18,235.47,111.36,35.76,19.68,5.33,3.32,46.27,39.6,84.91,92.56,8.81,209.62,85.03,139.25,70.58,58.25
LUC7L3,9.67,17.75,17.65,66.4,55.36,66.11,20.8,14.31,36.97,33.53,84.91,50.31,6.8,0.1,2.01,39.77,25.7,50.83,3.94,23.33,12.78,33.05,6.03,66.53,11.01,18.66,33.92,39.31,31.34
MAFG,0.03,2.19,0.83,12.16,9.26,9.41,1.96,0.98,1.51,5.47,4.62,4.49,0,0.1,1.09,10.53,2.96,5.98,0.03,1.43,8.77,8.87,2.24,4.66,8.74,3.65,2.73,0.12,0.18
MAP2K3,1.75,1.17,0,4.05,5.29,10.77,6,2.4,10.32,3.25,5.48,17.31,9.76,0.1,10.22,1.08,1.11,21.58,13.96,0.18,0.67,2.7,8.42,0,0.03,3.42,2.62,0.1,0
MAP2K4,1.72,0.58,1.36,3.33,4.3,1.95,7.01,6.17,20.42,8.93,2,14.92,10.33,0.1,8.63,9.55,13.43,25.95,56.81,6.77,4.08,10.63,0.72,4.23,15.35,0.96,11.73,22.72,13.77
MAP2K6,0.03,2.88,0,2.89,5.18,0.48,9.2,2.78,16.41,7.9,10.52,30.64,10.89,20.04,22.55,0.91,18.07,2.65,17.35,3.61,10.37,1.08,0,7.4,0.03,0.18,1.37,7.94,5.65
MAP3K14,0.03,0,0,0.14,0.07,0.02,0.03,0.07,0.08,0,0,0,0,0.1,0,1.06,0.38,1.09,0.03,0.48,9.4,0.54,2.76,0.55,0.03,0,0.06,0,0
MAP3K3,2.39,1.44,1.3,8.83,8.66,11.59,2.98,5.12,5.09,1.31,5.18,2.87,10.11,0.1,3.9,1.22,0.75,3.29,3.69,3.9,5.05,0.73,3,2.63,19.78,3.8,0.31,0.61,1.1
MAPK7,1.96,0.74,0,5.24,10,8.97,12.68,5.22,13.76,4,11.35,8.63,2.43,8.1,19.04,0.37,0.97,1.12,1.49,0.22,2.55,0.63,7.88,0.64,0.03,7.15,1.68,0,3.32
MAPT,0.03,0.45,0.38,0.42,1.91,1.99,0.06,0.63,0.79,3.01,1.77,1.2,0.54,0.1,1.28,0,0.1,0,0.03,0,0,0.89,0,1.95,0.03,0.04,0.15,0.05,0.29
10-Mar,0.03,0,0,0.02,0.01,0,0,0,0.1,1.3,0.39,1.96,0,0.1,0,0,0,0,0.03,0,0,0,0,0,0.03,0,0,0,0
MBTD1,6.34,1.29,0.95,1.93,1.87,0.07,1.16,0.37,4.13,1.38,4.55,3.64,4.23,0.1,7.7,2.18,1.86,0.97,0.03,4.27,0.61,0.49,0,2.35,14.25,0.12,5.96,12.68,12.37
MED1,0.03,1.07,0.81,2.74,2.21,2.04,1.65,1.38,3.56,3.27,2.23,6.24,2.75,0.1,2.03,8.57,9.45,6.04,6.88,7.88,6.1,3.19,0.76,16.92,1.24,10.7,1.92,1.46,0.63
MED11,112.67,108.43,124.82,76.72,119.32,128.66,50.86,112.32,83.07,19.1,10.7,136.14,43.12,0.1,63.03,39.28,77,103.55,12.23,29.41,86.78,52.9,66.53,18.46,131.47,26,74.86,4.11,20.28
MED13,7.66,27.61,23.45,30,21.56,15.09,56.87,27.03,47.2,56.76,30.9,55.49,52.08,69.94,37.35,19.5,25.42,34.63,20.52,16.47,7.09,3.56,12.87,14.99,8.93,16.1,9.21,19.24,16.6
MED24,0.03,2.49,0,1.62,0.89,4.92,2.68,1.44,0.49,0.48,0.36,2.41,1.47,0.1,4.01,10.01,6.23,12.24,6.78,11.15,14.47,2.56,0.77,1.38,31.79,5.73,6.77,1.77,1.49
MED31,1.96,0.38,0,0,0.02,0.07,0.02,0.25,0,0.48,1.32,0.2,0,0.1,0.51,111.93,203.95,133.87,43.45,187.93,56.38,114.63,109.68,133.13,90.77,119.84,22.56,35.92,27.77
MED9,0.03,0,0,0.16,0,0,0,0,0.09,0,0,0.33,0,0.1,0,14.74,12.98,12.11,1.98,13.08,2.23,9.46,12.37,12.85,2.74,7.84,22.88,19.01,7.01
METRNL,0.03,0,0,0.09,0.14,0.07,0.13,0,0.64,0.31,0,0,0,0.1,0,60.49,34.11,29.93,5.24,3.74,2.72,27.89,1.53,17.31,3.72,2.3,13.5,1.79,0.94
METT10D,2.17,4.27,2.04,0.38,1.21,0.64,0.53,1.49,0.84,0,1.83,0.31,0.71,0.1,0.25,22.3,9.4,4.05,3.65,31.41,11.18,4.28,0.67,9.42,14.78,12.96,7.14,7.64,4.11
METTL2A,0.03,1.16,0,0,0.01,0,0.01,0,0.05,0,0,0,0.31,0.1,0,3.88,7.86,4,1.81,0.36,4.55,2.26,3.05,2.47,10.02,0.15,9.74,14.41,11.92
MFAP4,1.89,5.36,0,0.28,1.68,1.84,1.8,1.21,6.95,1.21,1.97,0.32,1.35,6.33,0.9,0,1.41,0.79,0.03,0,0.82,0.6,1.09,0,0.03,6.24,0.03,0,0.19
MFSD11,0.03,0.98,0,2.64,2.15,1.25,1.68,1,2.49,0,0,0.16,5.2,22.05,0.38,27.77,18.88,8.84,28.89,21.74,6.85,17.16,14.34,10.11,28.29,42.13,17.99,15.18,21.83
MGAT5B,57.22,33.05,36.49,13.84,19.37,38.83,16.43,32.08,9.79,6.55,7.08,4.16,4.1,8.36,8.04,0.1,1,0.96,10.63,1.29,5.55,13.18,2.62,0.55,0.03,1.56,0.21,0,0
MIF4GD,23.16,6.38,9.95,41.98,48.86,81.98,16.86,35.81,7.67,13.87,1.72,19.9,11.61,0.1,24.53,24.59,14.28,20.63,17.17,18.79,35.16,11.95,21.41,45.2,40.72,20.97,22.44,15.88,18.07
MINK1,8.21,3.27,4.7,0.94,2.85,0.65,1.2,2.62,2.2,2.47,7.21,5.79,5.75,0.1,0.81,0.39,0.25,0.17,6.38,1.22,3.94,14.11,2.58,1.11,0.03,4.88,0.75,1.83,0.45
MIS12,1.71,3.95,0,2.28,0.96,0.32,4.46,0.27,3.3,11.5,12.31,0.27,0.32,0.1,2.24,21.63,20.45,15.42,36.74,35.72,20.42,1.23,5.69,72.39,3.82,5.92,9.55,24.8,16.4
MKS1,0.03,0.35,0.46,3.88,5.98,7.59,13.72,14,12.6,18.11,16.84,9.85,8.41,11.98,5.68,1.15,0.1,0.46,0.03,3.23,0,0,0,13.37,1.61,0.08,14.03,8.42,4.6
MLLT6,1.13,0,0,0.49,0.16,0.25,0.14,0.23,0.17,0.58,2.89,0.36,0.73,0.1,0.75,0.3,1.52,0.7,0.03,0.31,0,1.31,0,0,0.03,0.34,0.02,0.13,0.23
MLX,56.34,25.87,40.34,70.19,59.91,93.46,56.34,46.31,78.45,11.92,4.68,57.62,32.55,34.92,35.31,14.35,15.66,17.77,52.2,24.05,44.38,20.99,25.71,40.74,22.52,56.3,22.22,23.04,13.35
MMD,83.8,44.08,50.9,28.96,20.91,13.3,20.89,35.55,6.76,11.72,7.76,4.4,2.1,0.1,1.95,6.69,5.68,11.57,21.14,0.39,1.93,11.69,0,0,0.03,0,1.16,2.78,2.02
MMP28,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.03,0,0,0,0,0,0.03,1.42,0,0,0
MNT,2.38,2.47,1.88,2.03,3.7,3.03,2.69,2.32,2.33,1.76,1.46,1.65,2.21,11.24,2.21,1.01,0.54,0,0.03,0.22,3.69,1.52,5.79,0,0.03,0.27,0.1,0.04,0.17
MPDU1,3.98,1.03,2.03,0.81,1.75,5.15,2,3.56,5.76,0.8,6.93,0.7,1,0.1,0.61,10.12,3.23,3.66,7.21,10.4,5.37,2.34,31.28,18.74,22.66,0.74,49.78,1.37,3.89
MPP2,1.63,2.62,1.42,12.53,13.07,17.41,18.87,7.58,14.99,3.28,3.11,38.1,19.8,21.04,10.96,1.73,0.54,0.1,19.02,10.29,10.6,5.36,26.39,1.96,0.03,10.28,0.15,0,0
MPP3,0.03,0,2.63,0,0.1,0,1.33,0,0,0,0,0,0,0.1,0,0,3.75,0,0.03,5.17,1.68,7.55,0.61,0,0.03,1.9,0.07,0,3.14
MPRIP,2.76,0.66,1.49,5.51,8.6,11.71,1.87,2.5,4.96,6.4,1.32,1.58,1.83,0.1,2.55,2.2,0.15,2.08,9.54,0.52,0,2.03,0.86,1.51,6.18,0.32,4.86,0.92,0.83
MRC2,0.03,0.12,0,0.01,0.01,0.03,0.01,0,0.12,0,0,0,0,0.1,0,0.97,0.04,0,0.03,0.42,0,0,0,0,0.03,0.19,0,0,0
MRM1,0.03,0,0,0,0.07,0.03,0.04,0,0,0,0,0,2.91,0.1,0,5,0,0.73,0.03,0,4.72,0,5.64,0,0.03,0.05,18.73,2.57,0.37
MRPL10,27.35,14.24,32.36,46.59,103.37,70.19,71.74,90.96,70.19,12.08,47.6,50.53,4.95,63.27,80.85,15.48,3.92,27.45,44.41,20.06,24.71,91.6,79.98,37.62,16.57,6.1,106.2,102.18,87.68
MRPL12,0.03,2.56,0,0.22,0.52,3.96,1.56,1.46,1.65,1.51,0,0.13,0.65,8.63,0,618.54,241.23,598.39,47.5,360.43,587.2,129.04,203.1,338.58,368.34,229.98,819.17,236.66,161.99
MRPL27,0.03,0.97,0,3.76,2.71,2.2,1.21,0,6.37,0,36.43,1.59,0.77,7.48,0,45.69,37.56,28.36,6.44,15.3,3.14,38.67,125.97,39.07,21.91,40.08,506.18,551.78,540.87
MRPL38,0.03,1.1,1.18,2.26,3.56,1.03,1.15,0.8,0.81,0,0,6.78,0,38.21,3.18,1.75,11.78,2.57,4.91,3.35,9.72,4.76,10.34,5.97,4.73,4.94,22.62,7,11.16
MRPL45,0.03,1.71,0.54,2.46,1.03,0.48,6.26,5.75,3.26,0.67,6.79,23.33,6.51,4.06,2.21,5,8.15,6.63,0.03,12.01,51.81,5.57,12.33,14.51,13.77,0.13,47.2,13.81,18.28
MRPS23,61.02,52.98,85.14,27.67,22.38,15.45,13.19,47.84,15.04,26.3,1.15,44.01,46.59,7.58,0,388.55,380.27,391.91,308.24,511.98,435.45,87.22,267.4,377.13,244.99,226.13,256.6,395.22,429.61
MRPS7,12.29,15.42,21.31,15.87,21.64,29.29,22.64,20.96,10.88,6.03,40.43,15.95,10.65,0.1,25.78,194.15,257.21,224.05,335.8,138.8,250.16,189.25,219.05,313.32,284.72,236.66,335.8,91.97,98
MSI2,25.13,31.1,14.34,26.26,40.59,33.09,16.04,24.6,29.56,15.5,20.22,25.78,31.08,12.11,33.38,5.27,1.64,0.64,0.03,11.32,2.38,37.15,3.2,0.48,1.43,4.87,1.46,0.22,0.51
MSL1,1.24,28.67,0.51,18.35,12.62,10.38,13.05,12.21,19.67,6.33,16.46,13.86,15.83,17.43,25.56,26.16,22.04,20.23,22.99,11.6,21.1,18.46,41.66,31.03,37.51,62.11,8.84,12.12,5.11
MTMR4,22.25,10.16,17.51,2.42,4.4,3.44,9.26,11.58,7.1,6.87,3.63,4.29,6.92,3.29,5.48,0.4,2.36,1.79,0.03,4.27,3.7,0.58,0.57,14.18,1.07,4.06,2.58,1.4,0.37
MXRA7,1.23,0,0.83,0.32,0.32,0.92,0.27,0.2,0.52,0.27,0,0.88,0,11.03,0.67,0.3,0.05,0.32,0.03,0,0,0,0,0,0.03,0.02,0.19,0.37,0.09
MYBBP1A,1.77,1.33,0,0.42,2.27,1.33,2.86,0.81,0.9,2.69,1.17,2.72,2.93,8.7,1.5,2.77,0.5,1.06,1.95,1.68,1.83,4.84,4.78,4.74,15.69,0.49,2.27,3.96,3.15
MYH1,0.03,0,0.39,0,0,0.02,0,0,0,0,0,0,3.3,0.1,0,0,0,0,0.03,0,0,0,0,0,0.03,0,0.02,0.06,0
MYH10,0.03,0.38,1.81,1.5,1.22,1.02,1.91,1.76,2.72,2.61,2.5,6.37,8.15,27.15,4.36,4.64,4.23,2.13,16.81,1.89,4.85,4.17,14.78,0.67,4.08,6.52,1.16,4.08,3.27
MYH13,0.03,0.1,1.29,0.08,0.04,0.06,0.06,0.22,0,0,3.16,0.44,0.34,0.1,0.77,0,0,0,0.03,0,0,3.23,0.4,0.49,0.03,0.01,0.02,0,0
MYH3,0.03,0.09,0.67,0.02,0,0,0.01,0,0.2,0,0,1.01,0.39,0.1,0,0.21,0.66,0.11,0.03,0,0.35,2.62,1.73,4.37,0.03,0.48,0.02,0.05,0.3
MYH4,0.03,0.83,0,0.01,0.02,0.07,0.11,0.19,0.08,0,0,0,0.3,0.1,0.87,0,0,0,0.03,0,0,0,0,0,0.03,0,0.01,0.15,0
MYH8,0.03,0.27,0,0,0,0.08,0.01,0,0.05,0,0,0.07,0,0.1,0,0,0,0,0.03,0.13,0.26,0,0,0,0.03,0.01,0,0.07,0.04
MYL4,0.03,2.53,2.02,0.82,0,2.51,1.89,0,0.25,0,0,0,2.27,0.1,0,0,1.01,0,48.04,0,0.79,0,0,3.27,0.03,0,0.62,0.3,0
MYO15A,0.03,0,0,0,0.01,0.01,0.01,0.04,0,0.28,0.48,0.16,0,0.1,0,0,0,0,0.03,0,0,0.95,1.18,3.82,0.03,0.37,0,0,0
MYO18A,1.61,0.45,0.56,0.35,0.39,0.33,0.5,0.12,1.31,0.45,2.38,2.02,1.63,0.1,0.36,0.09,0.03,0.4,0.03,1.93,6.46,0.36,0.87,0,0.03,2.23,0.27,0,0.35
MYO19,13.16,8.51,8.13,8.85,11.92,13.7,6.7,10.37,14.02,4.1,2.43,19.5,25.64,13.21,1.85,3.59,5.33,7.62,7.2,7.41,30.09,14.46,9.49,15.73,8.69,7.64,15.95,9.62,8.97
MYO1C,0.03,0.33,1.3,2.48,10.37,16.39,1.25,2.04,5.53,0.19,3.35,5.08,1.63,2.83,2.88,0.89,4.55,4.91,2.86,4.12,6.49,0.5,2.18,8.04,38.58,2.34,19.13,6.2,8.16
MYO1D,0.03,1.46,2.19,0.56,0.44,1.42,0.46,0.38,0.29,0.39,2.51,0.66,2.95,4.5,0.98,0.56,0.04,0,0.03,0,0,0,0,3.25,0.03,0.09,0.23,1.58,0.18
MYOCD,4.98,0.6,0.42,0.14,0.06,1.46,0.43,0.85,0.74,1.56,0.65,0,0,0.1,0,0,0,0,0.03,0,0,0,0,0,0.03,0,0,0,0
MYST2,5.03,2.86,1.91,13.55,11.29,9.17,22.99,8.94,25.11,9.37,10.71,26.26,10.98,3.09,30.52,18.93,14.01,31.77,7.9,9.13,22.69,4.21,12.1,10.95,2.06,9.94,7.75,5.36,4.21
NACA2,226.68,123.04,209.62,115.85,119.12,129.72,115.2,163.72,196.08,365.26,420.93,257.21,331.74,166.65,354.99,740.01,776.31,547.04,148.61,112.8,145.53,115.65,137.82,128.66,48.97,75.02,547.04,1065.29,1314.48
NAGLU,0.03,0,0,0.07,0.04,0.26,0.01,0,0.13,0,0,0,0,0.1,0,0,0.13,0,0.03,0,0,0,0,0,0.03,0.01,1.4,0.2,0
NAGS,0.03,0,0,0,0,0,0.01,0,0,0.35,0,0,0,0.1,0,0.1,0,0.32,0.03,0,0,0.56,0,0,0.03,0,0,0,0
NARF,0.03,0.5,0,33.16,41.13,38.28,40.59,15.54,39.2,6.4,14.69,80.29,44.45,0.1,53.78,76.72,52.67,53.42,51.97,60.54,89.32,114.34,74,106.54,25.38,92.78,231.43,45.42,65.08
NAT9,0.03,9.91,1.85,2.13,2.35,3.12,0.07,1.65,2.14,1.59,0.36,13.13,9.53,0.1,0,10.66,34.99,28.27,28.86,2.97,12.55,3.82,2.82,69.33,41.78,14.34,20.62,0.75,3.92
NBR1,8.04,4.69,4.86,3.27,1.35,0.61,6.66,1.27,1.44,9.82,1.87,14.8,11.97,3.48,3.35,4.09,2.25,3.32,32.1,0.25,0.39,0,6.91,8.6,1.61,2.2,5.95,11.53,7.73
NCOR1,5.92,3.07,3.01,40.9,36.74,41.02,16.71,14.56,35.84,6.66,30.27,84.49,21.16,19.33,22.88,14.99,8.79,12.66,21.51,5.65,8.44,19.24,8.33,8.97,3.73,10.31,5.13,6.8,2.64
NDEL1,22.75,31.11,25.83,15.96,28.13,26.36,27.41,16.28,31.54,6.4,3.99,23.24,8.41,26.53,21.38,1.09,12.44,3.98,1.88,10.79,6.05,11.82,1.37,1.54,0.03,2.94,0.53,0.18,0.32
NEK8,0.03,1.14,2.02,1.83,3.01,1.57,0.04,0.39,0.07,0,1.22,0.34,1.87,0.1,0.43,0.79,2.36,0.93,0.03,0.66,0,0,0,0,0.03,1.24,0.52,2.12,0.04
NEURL4,0.03,0,0,0,0,0.02,0.05,0,0,0,0,0,0,0.1,0,0.76,0,0,0.03,0,0,0,0,0,0.03,0.22,0.52,0.04,0.09
NEUROD2,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,4.77,0.57,0.56,0.89,0.26,1.17,7.03,0.01,0,0,0
NF1,7.28,6.54,10.18,9.96,9.64,9.47,9.91,17.87,17.39,35.84,10.5,14.1,20.04,55.81,13.17,1.84,2.68,2.21,42.4,7.87,1.79,9.05,6.47,1,2.43,0.7,0.26,1.13,0.45
NFE2L1,3.23,5.89,2.11,2.52,2.15,2.96,0.64,0.6,2.53,0.63,0.83,1.44,0,0.1,1.21,5.98,0.39,5.48,0.03,0.82,1.28,4.93,2.76,6.1,3.87,1.41,4.38,4.89,1.78
NGFR,0.03,0,0,0.02,0.11,0.05,0,0.03,0.1,0,0,0,0,0.1,0,3.78,0.66,5.85,13.5,0.44,0.32,2.01,1.87,1.01,1.35,0.01,0.33,0,0
NKIRAS2,0.03,2.88,3.88,18.13,7.04,32.1,9.55,12.11,6.89,19.93,25.09,3.84,10.22,4.53,5.84,11.55,14.03,17.81,3.6,16.19,23.59,1.91,2.86,18.41,51.47,20.61,35.02,5.11,0.72
NLE1,13.37,4.18,0,0.44,0.09,0,0.31,1.06,0.75,2.36,0.31,0.08,0.42,0.1,0,33.24,21.39,13.49,59.5,26.79,68.8,67.44,114.02,22.62,27.33,34.52,29.41,10.29,4.04
NLGN2,0.03,0,0,0.26,0.26,0.66,0.39,0.35,0.2,2.32,2.68,1.16,1.41,0.1,1.02,0.74,0.05,2.48,0.03,1.72,6.39,3.16,8.39,0,2.21,0.03,0.03,0.03,0
